,weight,hometown,height,full_name,youth_team,shoots,country,scout_text,ep_id,date_of_birth,position,games_played_17,games_played_18,games_played_19,games_played_20,games_played_21,games_played_22,games_played_23,games_played_24,games_played_25,games_played_26,goals_17,goals_18,goals_19,goals_20,goals_21,goals_22,goals_23,goals_24,goals_25,goals_26,assists_17,assists_18,assists_19,assists_20,assists_21,assists_22,assists_23,assists_24,assists_25,assists_26,penalty_min_17,penalty_min_18,penalty_min_19,penalty_min_20,penalty_min_21,penalty_min_22,penalty_min_23,penalty_min_24,penalty_min_25,penalty_min_26,plus_minus_17,plus_minus_18,plus_minus_19,plus_minus_20,plus_minus_21,plus_minus_22,plus_minus_23,plus_minus_24,plus_minus_25,plus_minus_26,games_played_14,games_played_15,games_played_16,games_played_28,goals_14,goals_15,goals_16,goals_28,assists_14,assists_15,assists_16,assists_28,penalty_min_14,penalty_min_15,penalty_min_16,penalty_min_28,plus_minus_14,plus_minus_15,plus_minus_16,plus_minus_28,games_played_13,goals_13,assists_13,penalty_min_13,plus_minus_13,games_played_27,goals_27,assists_27,penalty_min_27,plus_minus_27,games_played_29,goals_29,assists_29,penalty_min_29,plus_minus_29,games_played_30,games_played_31,games_played_32,goals_30,goals_31,goals_32,assists_30,assists_31,assists_32,penalty_min_30,penalty_min_31,penalty_min_32,plus_minus_30,plus_minus_31,plus_minus_32,games_played_33,games_played_34,goals_33,goals_34,assists_33,assists_34,penalty_min_33,penalty_min_34,plus_minus_33,plus_minus_34,games_played_35,goals_35,assists_35,penalty_min_35,plus_minus_35,games_played_12,goals_12,assists_12,penalty_min_12,plus_minus_12,team_17,team_18,team_19,team_20,team_21,team_22,team_23,team_24,team_25,team_26,league_17,league_18,league_19,league_20,league_21,league_22,league_23,league_24,league_25,league_26,team_14,team_15,team_16,team_28,league_14,league_15,league_16,league_28,team_13,league_13,team_27,league_27,team_29,league_29,team_30,team_31,team_32,league_30,league_31,league_32,team_33,team_34,league_33,league_34,team_35,league_35,team_12,league_12
5376,80,,183,Benjamin Hade,-,L,Canada,,129210,"Feb 21, 1994",D,30.0,28.0,20.0,12.0,31.0,,,,,1.0,1.0,1.0,1.0,1.0,6.0,,,,,0.0,5.0,6.0,1.0,4.0,6.0,,,,,1.0,36.0,40.0,14.0,12.0,50.0,,,,,0.0,0.0,-2.0,-5.0,3.0,6.0,,,,,0.0,,,4.0,,,,0.0,,,,0.0,,,,2.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"St-François Séminaire Blizzard 
“A”",Séminaire St-François Blizzard,Saint John Sea Dogs,Champlain St-Lawrence Lions,Champlain St. Lawrence Lions,,,,,Wendake Black Jack,QMAAA,QMAAA,QMJHL,QCHL,QCHL,,,,,LHSLF,,,Séminaire St-François Blizzard,,,,QMAAA,,,,,,,,,,,,,,,,,,,,,
5377,66,Kitchener,175,Justin McCombs,-,L,Canada,,415694,"Jun 27, 2001",F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5378,90,Sault,180,Nick Plastino,Soo Peewee,R,Italy,"Plastino is a skilled defenseman with a fairly well-rounded game. Excels on the powerplay with his mobility and passing skills.- Ulf Andersson, EP",12845,"Feb 20, 1986",D,46.0,58.0,34.0,68.0,66.0,,,,,13.0,9.0,8.0,1.0,5.0,5.0,,,,,4.0,16.0,19.0,5.0,15.0,35.0,,,,,5.0,23.0,80.0,8.0,68.0,69.0,,,,,12.0,0.0,0.0,1.0,26.0,33.0,,,,,12.0,,,36.0,,,,4.0,,,,11.0,,,,96.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blind River Beavers,Collingwood Blues,Barrie Colts,Barrie Colts,Barrie Colts,,,,,Wheeling Nailers,NOJHL,OPJHL,OHL,OHL,OHL,,,,,ECHL,,,Soo Thunder Bantam AAA,,,,NOBHL,,,,,,,,,,,,,,,,,,,,,
5379,80,Granby,187,Michael Dubuc,-,L,Canada,,16714,"Jun 29, 1988",LW,39.0,52.0,70.0,70.0,52.0,54.0,44.0,,,,2.0,27.0,39.0,44.0,35.0,18.0,25.0,,,,3.0,23.0,34.0,34.0,23.0,21.0,16.0,,,,25.0,20.0,66.0,75.0,67.0,71.0,56.0,,,,-10.0,-4.0,9.0,29.0,4.0,-4.0,2.0,,,,,,9.0,,,,6.0,,,,0.0,,,,2.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prince Edward Island Rocket,Rouyn-Noranda Huskies,Rouyn-Noranda Huskies,Rouyn-Noranda Huskies,South Carolina Stingrays,South Carolina Stingrays,Elmira Jackals,,,,QMJHL,QMJHL,QMJHL,QMJHL,ECHL,ECHL,ECHL,,,,,,Collège Antoine-Girouard Gaulois,,,,QMAAA,,,,,,,,,,,,,,,,,,,,,
5380,86,Calgary,184,Corey Scott,-,R,Canada,,33565,"Feb 22, 1991",LW,35.0,54.0,41.0,55.0,60.0,1.0,23.0,22.0,26.0,,16.0,7.0,7.0,21.0,29.0,0.0,0.0,0.0,0.0,,16.0,7.0,7.0,34.0,39.0,0.0,5.0,4.0,2.0,,12.0,10.0,23.0,12.0,28.0,0.0,4.0,8.0,2.0,,0.0,-17.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,3.0,4.0,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Calgary Northstars Midget AAA,Moose Jaw Warriors,Moose Jaw Warriors,Calgary Mustangs,"Calgary Mustangs 
“C”",York Univ.,York Univ.,York Univ.,York Univ.,,AMHL,WHL,WHL,AJHL,AJHL,USports,USports,USports,USports,,,,,,,,,,,,Watertown Wolves,FPHL,,,,,,,,,,,,,,,,
5381,79,Kladno,179,Marek Curilla,HC Kladno,L,Czech,,22601,"Jun 21, 1986",C,,,,62.0,,,,,,,,,,6.0,,,,,,,,,,23.0,,,,,,,,,,40.0,,,,,,,,,,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kootenay Ice,,,,,,,,,,WHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5382,96,Ostrava,191,Tomas Voracek,HC Poruba,L,Czech,,12574,"Feb 27, 1990",D,,65.0,2.0,,,,,,,,,4.0,0.0,,,,,,,,,8.0,2.0,,,,,,,,,68.0,2.0,,,,,,,,,9.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prince Albert Raiders,Prince Albert Raiders,,,,,,,,,WHL,WHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5383,86,Bridgewater,180,Nick Malysa,-,L,USA,,45569,"Apr 11, 1993",D,42.0,65.0,61.0,59.0,67.0,,,,,,0.0,1.0,0.0,1.0,1.0,,,,,,3.0,9.0,6.0,4.0,6.0,,,,,,40.0,102.0,108.0,33.0,67.0,,,,,,2.0,11.0,11.0,18.0,-31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plymouth Whalers,Plymouth Whalers,Plymouth Whalers,Plymouth Whalers,Plymouth Whalers,,,,,,OHL,OHL,OHL,OHL,OHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5384,05,Khabarovsk,194,Yevgeni Grachyov,Lokomotiv Yaroslavl,L,Russia,,16752,"Feb 21, 1990",C/W,,,60.0,80.0,81.0,65.0,76.0,,,,,,40.0,12.0,16.0,4.0,11.0,,,,,,40.0,16.0,22.0,10.0,15.0,,,,,,22.0,14.0,24.0,20.0,40.0,,,,,,48.0,-13.0,9.0,-4.0,-19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brampton Battalion,Hartford Wolf Pack,Connecticut Whale,Peoria Rivermen,Peoria Rivermen,,,,,,OHL,AHL,AHL,AHL,AHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5385,77,Guelph,180,Logan Morrison,-,R,Canada,,201937,"Jul 09, 2002",C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5386,95,Edmonton,188,Dylan Stewart,-,L,Canada,,107882,"May 08, 1997",LW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5387,72,Dartmouth,183,Luke Henman,-,L,Canada,,266778,"Apr 29, 2000",C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5388,91,Mississauga,190,Anthony Pototschnik,-,R,Canada,,83530,"Oct 17, 1986",RW,35.0,53.0,62.0,34.0,28.0,,,11.0,,14.0,3.0,2.0,15.0,10.0,12.0,,,0.0,,0.0,4.0,5.0,6.0,9.0,11.0,,,1.0,,0.0,17.0,168.0,144.0,62.0,30.0,,,29.0,,31.0,-2.0,-4.0,-3.0,-1.0,0.0,,,2.0,,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kitchener Rangers,Prince Edward Island Rocket,St. John's Fog Devils,Oakville Blades,Ryerson Univ.,,,Fayetteville FireAntz,,Mississippi RiverKings,OHL,QMJHL,QMJHL,OPJHL,USports,,,SPHL,,SPHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5389,90,Calgary,188,Carsen Twarynski,Blackfoot MHA,L,Canada,,107898,"Nov 24, 1997",LW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5390,89,Coaldale,185,Adam Kambeitz,-,L,Canada,,37229,"Jun 23, 1992",C/LW,70.0,71.0,72.0,45.0,72.0,28.0,28.0,28.0,28.0,28.0,3.0,7.0,15.0,19.0,14.0,7.0,6.0,3.0,4.0,2.0,6.0,9.0,23.0,12.0,25.0,14.0,5.0,4.0,5.0,8.0,32.0,74.0,93.0,68.0,83.0,30.0,38.0,56.0,61.0,96.0,-5.0,-11.0,22.0,-2.0,-7.0,15.0,13.0,-7.0,0.0,0.0,,32.0,3.0,,,11.0,0.0,,,18.0,1.0,,,54.0,4.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Red Deer Rebels,Red Deer Rebels,Red Deer Rebels,Red Deer Rebels,Saskatoon Blades,Univ. of Calgary,Univ. of Calgary,Univ. of Calgary,Univ. of Calgary,Univ. of Calgary,WHL,WHL,WHL,WHL,WHL,USports,USports,USports,USports,USports,,Lethbridge Golden Hawks Btm AAA,Lethbridge Y Men Midget AAA,,,AMBHL,AMHL,,,,,,,,,,,,,,,,,,,,,
5391,88,Malm,190,Simon Karlsson,Karlskrona HK,R,Sweden,A very smart defenseman with good hockey sense and solid puck skills. Contributes both ways. Decent mobility. (EP 2011),22501,"Jul 23, 1993",D,,,,54.0,,,,,,,,,,2.0,,,,,,,,,,11.0,,,,,,,,,,18.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plymouth Whalers,,,,,,,,,,OHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5392,94,Ostrava,190,Adam Polasek,HC Vitkovice,L,Czech,,34799,"Jul 12, 1991",D,,,66.0,61.0,46.0,58.0,18.0,,,,,,13.0,7.0,1.0,5.0,1.0,,,,,,28.0,32.0,8.0,11.0,1.0,,,,,,91.0,59.0,27.0,64.0,18.0,,,,,,-3.0,0.0,8.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prince Edward Island Rocket,"Prince Edward Island Rocket 
“A”",Chicago Wolves,Kalamazoo Wings,Kalamazoo Wings,,,,,,QMJHL,QMJHL,AHL,ECHL,ECHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5393,78,Candiac,191,Antoine Drolet,-,L,Canada,,415826,"May 20, 2000",D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5394,79,Mississauga,182,Dylan MacEachern,-,L,Canada,,32729,"Apr 03, 1990",LW,53.0,65.0,67.0,68.0,68.0,28.0,28.0,28.0,27.0,,17.0,3.0,4.0,7.0,8.0,6.0,3.0,5.0,4.0,,15.0,10.0,5.0,12.0,7.0,7.0,7.0,8.0,10.0,,76.0,37.0,24.0,55.0,51.0,26.0,8.0,44.0,68.0,,4.0,-3.0,-11.0,-10.0,-2.0,0.0,0.0,0.0,0.0,,,,48.0,,,,13.0,,,,31.0,,,,16.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milton Icehawks,Niagara IceDogs,Niagara IceDogs,Niagara IceDogs,Niagara IceDogs,Brock Univ.,Brock Univ.,Brock Univ.,"Brock Univ. 
“A”",,OPJHL,OHL,OHL,OHL,OHL,USports,USports,USports,USports,,,,Toronto Jr. Canadi. Mn Mdgt AAA,,,,GTMMHL,,,,,,,,,,,,,,,,,,,,,
5395,85,Orange,180,Jake McGrew,-,R,USA,,201452,"Feb 25, 1999",RW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5396,76,Kelowna,178,Billy Hartley,-,L,Canada,,130124,"Jan 20, 1994",F,35.0,52.0,61.0,52.0,47.0,,,,,,5.0,5.0,6.0,8.0,15.0,,,,,,9.0,10.0,12.0,22.0,29.0,,,,,,28.0,33.0,35.0,107.0,66.0,,,,,,0.0,1.0,-8.0,0.0,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dartmouth Ice Dawgs,Yarmouth Mariners,Cape Breton Screaming Eagles,Yarmouth Mariners,Yarmouth Mariners,,,,,,NSMMHL,MJAHL,QMJHL,MJAHL,MJAHL,,,,,,,,Dartmouth High Spartans,,,,CAHS,,,,,,,,,,,,,,,,,,,,,
5397,78,Baie,179,lix Lefran,-,R,Canada,,37451,"Jul 12, 1990",C,45.0,65.0,59.0,66.0,65.0,21.0,13.0,19.0,23.0,28.0,14.0,7.0,16.0,39.0,26.0,7.0,14.0,14.0,21.0,11.0,22.0,13.0,29.0,44.0,49.0,10.0,19.0,25.0,25.0,15.0,92.0,39.0,72.0,69.0,49.0,14.0,6.0,16.0,36.0,12.0,-2.0,-13.0,12.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,,,3.0,16.0,,,0.0,12.0,,,2.0,20.0,,,0.0,12.0,,,0.0,0.0,,,,,,2.0,0.0,0.0,2.0,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jonquière Élites,Rimouski Océanic,Rimouski Océanic,"Rimouski Océanic 
“C”","Rimouski Océanic 
“C”",Univ. of Québec-Trois-Rivières,Charlevoix Boomerang,Charlevoix Boomerang,St-Marc-des-Carrières JRP,Thetford Mines Assurancia,QMAAA,QMJHL,QMJHL,QMJHL,QMJHL,USports,LHBBF,LHBBF,LHSAM,LNAH,,,Jonquière Élites,Côte-Nord Excavations A Savard,,,QMAAA,LHSLF,,,Thetford Mines Assurancia,LNAH,,,,,,,,,,,,,,,,
5398,92,Vernon,193,Stefan Schneider,-,R,Canada,Brother: Matt Schneider,32782,"Dec 13, 1989",C/RW,49.0,36.0,67.0,72.0,47.0,46.0,42.0,,,,7.0,0.0,11.0,12.0,2.0,4.0,3.0,,,,18.0,4.0,5.0,11.0,2.0,5.0,6.0,,,,34.0,36.0,45.0,42.0,9.0,6.0,21.0,,,,0.0,9.0,-14.0,7.0,-2.0,-11.0,-4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,Beaver Valley NiteHawks,Vancouver Giants,Portland Winter Hawks,Portland Winterhawks,Manitoba Moose,Chicago Wolves,Chicago Wolves,,,,KIJHL,WHL,WHL,WHL,AHL,AHL,AHL,,,,,,,,,,,,,,,,,,Notre Dame Hawks,,,SEMHL,,,,,,,,,,
5399,79,Pocati,185,Miguel Picard,AHM La Pocatière,L,Canada,Brother: Jordan Picard,252477,"May 08, 1998",C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5400,75,Edmonton,176,Josh Koper,-,R,Canada,,37160,"Jun 22, 1990",RW,52.0,45.0,46.0,31.0,60.0,18.0,5.0,,,,13.0,15.0,4.0,11.0,30.0,11.0,2.0,,,,5.0,12.0,3.0,7.0,27.0,6.0,3.0,,,,54.0,54.0,18.0,24.0,24.0,4.0,2.0,,,,0.0,1.0,-4.0,1.0,0.0,0.0,0.0,,,,,39.0,36.0,,,36.0,10.0,,,40.0,10.0,,,68.0,50.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spruce Grove Saints,Spruce Grove Saints,Medicine Hat Tigers,Edmonton Oil Kings,Spruce Grove Saints,Northern AB Inst. of Tech.,Northern AB Inst. of Tech.,,,,AJHL,AJHL,WHL,WHL,AJHL,ACAC,ACAC,,,,,SSAC Lions Bantam AAA,SSAC Athletics Midget AAA,,,AMBHL,AMHL,,,,,,,,,,,,,,,,,,,,,
5401,77,Saskatoon,179,Matthew Smith,-,L,Canada,,291453,"Apr 13, 2000",D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5402,02,Metcalfe,187,Scott Valentine,-,L,Canada,"Valentine is a defensive defenseman who keeps things simple. Physical and hard to play against, and has a decent first pass. Could improve his skating ability and agility.- Erik K. Piri, EP (2014)",30688,"May 02, 1991",D,54.0,65.0,63.0,62.0,62.0,64.0,65.0,60.0,,,2.0,7.0,5.0,4.0,2.0,6.0,2.0,3.0,,,15.0,18.0,14.0,32.0,10.0,4.0,9.0,13.0,,,83.0,119.0,82.0,106.0,69.0,74.0,59.0,97.0,,,0.0,-2.0,-31.0,17.0,-6.0,4.0,1.0,5.0,,,,0.0,41.0,,,0.0,9.0,,,0.0,23.0,,,0.0,105.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hawkesbury Hawks,Oshawa Generals,Oshawa Generals,Oshawa Generals,Milwaukee Admirals,Milwaukee Admirals,Milwaukee Admirals,Texas Stars,,,CJHL,OHL,OHL,OHL,AHL,AHL,AHL,AHL,,,,"Gloucester Rangers Bantam AA 
“A”",Gloucester Rangers Min Midget AA,,,OEBHL AA,OEMMHL AA,,,,,,,,,,,,,,,,,,,,,
5403,91,Mississauga,190,Dylan Strome,Toronto Marlboros MHA,L,Canada,"A competitive offensive dynamo in nature, Dylan Strome possesses the technical skills and the intangible traits that differentiate leaders from followers. He makes his own luck; no number that shows up beside his name on the score sheet is handed to him on a silver platter. He consistently showcases the size and speed to attack and break through the opposition defense, and always knows where his linemates are in relativity to his position. Possesses a hard, accurate release on his shot, which he is never afraid to use. All-in-all, Dylan Strome is a player who wants to win more than anybody else, a person who takes it upon himself to do everything he can to help his team win, and a leader who provides his team with the motivation and will that it takes to win. (Curtis Joe, EP 2015)

It's hard not to think of someone like Ryan Getzlaf when you watch Dylan Strome. His large frame, industrious work ethic, erratic shot, and powerful skating ability are all characteristics shared with the Anaheim Ducks captain. While it remains to see if he ever reaches such a level, Dylan Strome certainly has the potential to be a cornerstone-type player. - [EP] 



Brothers: Matthew Strome, Ryan Strome",228107,"Mar 07, 1997",C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5404,84,Sherwood,185,Reece Scarlett,Sherwood Park MHA,R,Canada,"Blake Scarlett is known as a defenseman with good skating ability. Passes and handles the puck well, and can rush up the ice. Defensively, Scarlett relies on his stick rather than physically outpowering opponents in one-on-one battles.- Erik K. Piri, EP (2014)",37209,"Mar 31, 1993",D,65.0,72.0,71.0,67.0,48.0,57.0,60.0,51.0,57.0,1.0,1.0,6.0,9.0,9.0,6.0,2.0,4.0,5.0,2.0,0.0,10.0,18.0,40.0,40.0,14.0,23.0,22.0,17.0,7.0,0.0,49.0,59.0,74.0,66.0,18.0,27.0,64.0,53.0,68.0,2.0,-3.0,-37.0,-14.0,14.0,11.0,1.0,-1.0,-2.0,2.0,1.0,30.0,36.0,35.0,,2.0,15.0,4.0,,7.0,16.0,13.0,,44.0,52.0,60.0,,0.0,0.0,0.0,,,,,,,19.0,2.0,5.0,8.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swift Current Broncos,Swift Current Broncos,"Swift Current Broncos 
“A”","Swift Current Broncos 
“A”",Albany Devils,Albany Devils,Albany Devils,Albany Devils,Texas Stars,Texas Stars,WHL,WHL,WHL,WHL,AHL,AHL,AHL,AHL,AHL,AHL,Sherwood Park Flyers Bantam AAA,Sherwood Park Flyers Bantam AAA,Sherwood Park Kings Midget AAA,,AMBHL,AMBHL,AMHL,,,,Texas Stars,AHL,,,,,,,,,,,,,,,,
5405,97,Clinton,193,Liam Maaskant,-,R,Canada,"Buried on Barrie's depth chart again this season. He played mainly for Stratford (GOJHL) in 2012/2013 after finding himself as Barrie's 9th defenceman. 2013/2014 Maaskant has embraced the role as a defenceman and forward who provides grit and size to the Barrie line up. Long shot for an OA position next season, but at 6'4 his size can be used on the for check and for clearing the crease in his own end. Maaskant is also a willing fighter. (Tyler Parchem, EP 2014)",117347,"Mar 10, 1994",D,42.0,67.0,32.0,51.0,62.0,25.0,23.0,26.0,30.0,18.0,3.0,4.0,2.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,22.0,4.0,9.0,5.0,10.0,1.0,6.0,7.0,5.0,5.0,79.0,74.0,95.0,53.0,145.0,90.0,71.0,104.0,97.0,42.0,0.0,-46.0,0.0,3.0,12.0,0.0,0.0,0.0,0.0,7.0,,,38.0,,,,0.0,,,,11.0,,,,61.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stratford Cullitons,Erie Otters,Stratford Cullitons,Barrie Colts,"Kitchener Rangers 
“C”",Acadia Univ.,Acadia Univ.,Acadia Univ.,Acadia Univ.,Acadia Univ.,GOJHL,OHL,GOJHL,OHL,OHL,USports,USports,USports,USports,USports,,,Huron Perth Lakers Min Mdgt AAA,,,,AHMMPL,,,,,,,,,,,,,,,,,,,,,
5406,95,Brampton,188,Brandon Devlin,-,R,Canada,"Rookie impressed coaches with his willingness to partake in the physical aspects of the game, looks to add to his game next year.",76158,"Apr 27, 1994",D,64.0,55.0,62.0,66.0,76.0,28.0,22.0,,,,3.0,4.0,4.0,14.0,22.0,6.0,0.0,,,,9.0,11.0,21.0,25.0,20.0,7.0,16.0,,,,78.0,53.0,69.0,85.0,104.0,40.0,20.0,,,,-26.0,3.0,-1.0,1.0,-12.0,0.0,0.0,,,,,,4.0,,,,0.0,,,,0.0,,,,2.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barrie Colts,Windsor Spitfires,Peterborough Petes,Peterborough Petes,Mississauga Steelheads,Ryerson Univ.,Ryerson Univ.,,,,OHL,OHL,OHL,OHL,OHL,USports,USports,,,,,,Dixie Beehives,,,,CCHL,,,,,,,,,,,,,,,,,,,,,
5407,79,Richmond,175,Daniel Lombardi,-,L,Canada,,23414,"Mar 12, 1989",LW,41.0,46.0,52.0,35.0,22.0,9.0,,27.0,25.0,,6.0,5.0,12.0,9.0,6.0,3.0,,8.0,8.0,,8.0,12.0,15.0,9.0,8.0,2.0,,8.0,13.0,,33.0,60.0,80.0,42.0,14.0,8.0,,64.0,40.0,,-2.0,-2.0,6.0,0.0,-2.0,0.0,,0.0,0.0,,,0.0,53.0,,,0.0,22.0,,,0.0,23.0,,,0.0,129.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sarnia Sting,Sarnia Sting,Sarnia Sting,Sarnia Sting,Sudbury Wolves,Univ. of Windsor,,Ryerson Univ.,Ryerson Univ.,,OHL,OHL,OHL,OHL,OHL,USports,,USports,USports,,,Toronto Red Wings Bantam AAA,Mississauga Senators Mn Mdgt AAA,,,GTBHL,GTMMHL,,,,,,,,,,,,,,,,,,,,,
