,ep_id,scout_text,type
5119,199393,"Father: Dave Chyzowski
Brother: Ryan Chyzowski
Uncles: Barry Chyzowski, Ron Chyzowski",No
5120,13929,Son of former CFL offensive lineman Bob Molle,No
5122,11630,"Father: Darryl Sutter
Uncles: Brian Sutter, Duane Sutter, Brent Sutter, Rich Sutter, Ron Sutter
Cousins: Shaun Sutter, Brandon Sutter, Brody Sutter, Luke Sutter, Riley Sutter",No
5123,116990,Brother: Holden Garlent,No
5128,213715,"Brothers: Zachary Lauzon, Ã‰mile Lauzon",No
5136,97897,Cousin: Owen Nevins,No
5139,112379,"Jakub Zboril is a smart, fleet-footed two-way defenseman that plays to his strengths in all three areas of the ice. While he doesn't aim to impress, he does all of the little things right and plays with an edge. The neutral zone is his launching pad: he is able to take off into the offensive end, or backcheck quickly into his own end. Very sound positionally. Smooth skater with lots of energy to burn. Not afraid to lay the body, or take a hit to make the play; can and will stand up for teammates. Possesses good hands and awareness on the ice, as well as a hard shot that is quite accurate. All-in-all, a complete defenseman that is relied upon to offset any oncoming attacks, as well as create chances in the opposing end. (Curtis Joe, EP 2015)

Could end up being that home-run pick in the 2015 NHL Draft. Few holes in his game. A low-risk, high-reward type of player. Reminiscent style of play to that of NHL D-man Keith Yandle. [EP]

Won the National Championship of 6th, 7th, 8th grade players and Czech U16 with HC Kometa Brno. (Jan Jech)

Brother: Adam Zboril",Yes
5140,199894,2010-11 team: Sharks,No
5148,284094,Father: Todd Jenkins,No
5149,152046,"Father: Vito Cramarossa
Brother: Joseph Cramarossa",No
5154,11059,"A two-way center, Holzapfel always works and plays hard. He has leadership qualities and sound hockey sense. Is also a good skater and a decent scorer/playmaker.- Erik K. Piri, EP",Yes
5155,205501,"Brothers: Justin Stevens, Michael Stevens",No
5157,19043,"Brothers: Mike Henrique and Cole Henrique

An excellent two-way center with great hockey sense. Has speed to burn, which gives Henrique a lot of breakaways. Owns very good hands and a fine shot. Works hard and leads by example.",Yes
5158,25357,Team Staff profile of Kellan Tochkin also available,No
5161,12580,"Father: Ladislav Baca
Uncle: Jergus Baca, Anton Bartanus
Brother: Matej Baca
Cousin: Jakub Baca, Marek BartÃ¡nus",No
5164,64891,Team Staff profile of Brad Good also available,No
5166,17519,"A talented and hard-nosed two-way defender with good offensive instincts and even better defensive perception. Excellent four-way mobility up and down the ice. Backchecks hard and keeps the opposition to the outside. Creates energy through his gritty, physical brand of hockey, most commonly on display in the defensive and neutral zone. Blocks shots well and understands how to take shooting and passing lanes away. Sees the ice well and makes crisp, tape-to-tape passes. Has the ability to be a noticeable difference-maker in games and works hard at all aspects of his game. [EP]",Yes
5167,128195,Father: Francois Sills,No
5169,10608,A large left-handed winger with good stickhandling and balance. Creates a lot of scoring opportunities for his linemates. Has a good shot. (Matias Strozyk),Yes
5183,125028,"A strong up-and-down winger that plays with an abundance of energy and aggressiveness, challenging the opposition to make a move before he does. It won't happen often.

Bertuzzi skates with an excellent awareness of position, and his stride is wide to let him cut across lanes at difficult angles to read. His positioning is top-notch, and his offensive skill is undeniable, as he is an adept finisher as well as a creative playmaker. He fights for the puck and is always in pursuit of puck-possession on the backcheck; he is active and always anticipating openings for up-ice transition. His physicality and fearless initiation of contact can create space for teammates but will also land him in the penalty box. He is a competitor that rarely fails to get the job done in all situations. [EP]

Uncle: Todd Bertuzzi
Cousins: Jaden Bertuzzi, Tag Bertuzzi",Yes
5184,151143,"A mobile defenseman that has solid offensive and defensive capabilities. Possesses an active stick with great hand-eye coordination, as well as soft hands. Exhibits an element of creativity with the puck because he can both pass the puck and let loose a howitzer; very unpredictable and can penetrate faulty defense systems with ease. All-in-all, an all-around defenseman that excels in reading plays and creating chances. (Curtis Joe, EP 2015)

Father: Bernard Carrier 
Brother: Samuel Carrier",Yes
5185,62109,"A stingy, competitive two-way forward that has the skill to consistently create offence and the defensive awareness to limit the opposition's time and space. Excellent vision and creativity. Strong on the puck and quick to get on the backcheck. Very active defensively and doesn't give up his own end to dominate offensively. Many smaller players play on the perimiter, but Wong isn't afraid of going to the hard areas and battling for possession. A true all-around player with the drive to compete and win. [EP]

Brothers : Austin Wong and Colton Wong",Yes
5186,120650,Brother: Harrison Ruopp,No
5191,96466,"Great uncle: Ed Kea
Uncles: John Beukeboom, Jeff Beukeboom & Brian Beukeboom
Brother: Scott McGuire
Cousins: Brock Beukeboom & Tyson Beukeboom",No
5193,56643,Brother: Nikolas Brouillard,No
5194,240390,"Murray is a hard nosed defensive defenceman who plays physical and makes the smart play. Not offensively minded, but had a decent first full season in the OHL despite playing on a bad Windsor team. (Tyler Parchem, EP 2015)",Yes
5195,18616,"A winger who can play center as well, Duco plays the game with a lot of energy, grit, and tenacity. Likes to agitate his opponents, but has decent hands, too.
Lacks ideal size. Can become overly rambunctious at times and take some stupid penalties.

- Erik K. Piri, EPBrother: Johnny Duco",Yes
5198,167519,"Father: Robert Reichel
Uncle: Martin Reichel
Cousin: Thomas Reichel",No
5199,83485,"Brother: Braiden Leth
Cousin: Tyler Kerner",No
5200,14089,Team Staff profile of Chris Culligan also available,No
5201,11360,"O'Reilly is a pure playmaker with great passing ability and vision. Very good in shootouts, but could improve his two-way game. Could stand to shoot the puck more.- Erik K. Piri, EP (2012)


Brother: Ryan O'Reilly",Yes
5202,45503,Father: Les Jackson,No
5203,161816,"Step-brother: Nolan Dunn
An offensive defenceman that sees the ice well and  makes high-percentage plays. Very mobile, poised with the puck, and actively joins the rush. Is great with his stick; possesses a good shot and makes seamless tape-to-tape passes. Not the biggest body, but can out-work bigger opponents for puck possession. All-in-all, an offensive defenceman who will thrive in a system where puck possession is key. (Curtis Joe, EP 2015)",Yes
5209,199921,"A gritty winger who plays with an edge and has a nose for the net. Plays an agitative style and is very effective on the forecheck. Possesses good skating ability and is able to evade larger opponents with ease. All-in-all, a scrappy, skilled winger that can be difficult to play against. (Curtis Joe, EP 2014)",Yes
5213,33557,Team Staff profile of Kurt Torbohm also available,No
5217,313666,Brother: Nick Ernst,No
5222,32782,Brother: Matt Schneider,No
5234,6048,"A fairly small forward with a lot of good qualities. A good skater with a good technique. Has a great attitude and is a solid finisher. Creative with the puck. Works hard in the offensive zone. A good skater. Has a very accurate shot. (Matias Strozyk)

Father: Peter WallÃ©n, Brother: Tim Glenmark WallÃ©n",Yes
5242,14507,Team Staff profile of Tyler Dittmer also available,No
5244,45622,Team Staff profile of Tyler Alos also available,No
5260,18629,Brother: Blake Barbieri,No
5265,69498,"Brother: Joel Martinelli
Father: Barry Martinelli",No
5266,151799,"Father: Marco Pietroniro
Brothers: Chad Pietroniro, Kris Pietroniro, Massimo Pietroniro, Matteo Pietroniro",No
5274,11056,"A small forward, Russell has very good work ethic and is an excellent skater. He possesses decent hockey IQ and on-ice vision as well as solid offensive skills. Russell's size is a major weakness and while he compensates for it with a great attitude, he is unlikely to reach a regular scoring role in the NHL. (Matias Strozyk, 2011)

Twin Brother: Kris Russell",Yes
5279,199940,Cousin: Emily Bajkov,No
5282,97951,"An offensive defenceman whose most prominent hallmark is his hockey sense. Very mobile skater that displays a high top-end acceleration. Offensively, his hockey sense is exhibited through his ability to create opportunities and make those small, meaningful plays along the wall and across the blueline. Backchecks hard but his size limits his physical effectiveness. His hockey sense kicks in defensively when he reads ahead of the play and cuts off passing and shooting lanes. Definitely needs to work on his awareness and proactivity defensively; however, his offensive game is all but elite at this point. [EP]

Brothers: Malcolm Subban | P.K. Subban

Cousins: Marselis Subban & Raegan Subban",Yes
5285,25705,"The diminutive forward plays bigger than his actual size as Brendan Gallagher can energize a line with his tenacious forechecking, feisty and fearless playing style. Makes his living by positioning himself in front of the net, trying to get under goaltenderâ€™s skin and battles hard looking for deflections, rebounds or lose pucks. Possesses a good shot, but will score most of his goals by crashing the net. His playing style will ask strength and endurance from him and can wear him down during longer shifts. Is a role model for smaller players to sustain in todayâ€™s game. (by Rafik Soliman, December 2014)

Father: Ian Gallagher
Brother: Nolan Gallagher
Cousin: Cousin: Dylan Hollman",Yes
5286,11891,"Carle is an offensive-minded defenseman. He has fine passing skills and a hard point shot. Skates well, but needs to improve in his own zone.- Erik K. Piri, EP (2010)",Yes
5290,11120,Brother: Pat Fergus,No
5291,191374,"Father: Daniel Marois
Plays with a Swiss Player-licence and doesn't count against the foreign-contingent in Switzerland.",No
5292,12127,Team Staff profile of Maxime Provencher also available,No
5293,59834,Participant on Making the Cut:Last Man Standing,No
5300,88590,Father: Mike Needham,No
5302,45155,Twin Brother: Alex Saulnier,No
5308,40205,Team Staff profile of Scott Cowie also available,No
5314,116997,Brother: Jon Carnevale,No
5317,196825,"Garcia has benefited from working his way into the line up this season, after playing only 29 games last season. Garcia is a defensive defenceman who seems to get more comftorable every game. He is not overly physical, but understands the game well as he gets more adjusted to the OHL pace.(Tyler Parchem, EP 2014)",Yes
5319,23816,"Agozzino is an offensive winger with good speed, hands and vision. Is a hard worker who doesn't shy away from the hard areas of the ice, despite being smallish. Also plays with grit.- Erik K. Piri, EP (2014)

Brother: Daniel Agozzino",Yes
5321,11266,"Half brother of 2010 Hockey Hall of Fame inductee 
Angela James. (external link)",No
5322,12169,"Brennan is an offensive defenseman with a howitzer of a shot. He also skates well and has good passing skills. Needs to improve his defensive game.- Erik K. Piri, EP (2013)",Yes
5326,84261,Name also listed/spelled as Jake Mykytiuk,No
5327,19427,"Kabanov is a winger with very good offensive instincts. Has fine skating and stickhandling ability, as well as a good shot with a quick release. Also has great size. Needs to play with more consistency.- Erik K. Piri, EP (2014)",Yes
5332,39719,Name mispelled/listed as Cody Ito on new SJHL stats page for 2010/11,No
5335,13799,"Glennie is a forward who plays a fairly well-rounded game with speed. He owns good puck skills and a nice shot. Has the ability to play both wing and center.- Erik K. Piri, EP (2015)",Yes
5336,273629,Brother: Matthew Busby,No
5340,33649,"A solid defenseman, one of the most experienced on the Barrie blueline and he has been forced to embrace the role on a terrible team.",Yes
5342,9347,"Azevedo is small, but is a fierce competitor on the ice. He owns excellent playmaking skills and anticipation.- Erik K. Piri, EP",Yes
5343,233497,Father: Igor Larionov,No
5344,319958,Brother: FÃ©lix ParÃ©,No
5345,11636,Brother: Branislav Rapac,No
5346,311626,Twin-Sister: Shannon Sigrist,No
5347,90356,Father: Oren Koules,No
5350,32786,"A tough winger, Ross is the kind of player who can really get under your skin as an opponent. He plays with a lot of energy and loves to hit.
Also owns some offensive instincts.- Erik K. Piri, EP (2012)

Brother: Nick Ross",Yes
5354,95257,Name erroneously listed as Mitch Isenberg in OJHL stats for 2010/11,No
5355,33129,"Uncle: Scott Thornton
Cousin: Joe Thornton
A right handed forward capable of playing either wing or centre. Good skater with a quick release on his shot. Plays bigger than his size and has leadership abilities.",Yes
5362,14728,"Kadri is an elite offensive talent. He has great hands and can make a tape to tape pass with ease. He is a good skater who uses his agility and acceleration well. When Kadri is on his game he can take over the ice. However, he tends to have trouble with consistency and has been accused of playing when he wants too. Kadri can be physical at times, but is not known for that type of game. Needs work in the defensive zone. (Tyler Parchem, EP, 2013)",Yes
5365,23117,"Spooner is a playmaking center who likes to have the puck on his stick. Has excellent smarts and hockey IQ. Can set up linemates with pretty passes or beat defenders one on one. He also has leadership qualities and two-way ability, but is lacking in size and bulk.- Erik K. Piri, EP (2014)",Yes
5373,37123,Team Staff profile of Logan Proulx also available,No
5374,231275,"DeBrincat is a small player with a dynamic skill set and a pure sniper. He is undersized, but can be very nasty to play against and shies away from no one. He skates well and is very effective around the net. He is hard to contain for such a small player, and has great chemistry with anyone he plays with. A decade player in the OHL. (Tyler Parchem, EP 2016)

Brother: Andrew DeBrincat",Yes
5375,37543,Brother: Stefan Chaput,No
5376,37219,Brother: Dana Tyrell,No
5378,11393,"Grant is a defenseman with a big, booming shot. Add his puck skills and he can be an asset on the powerplay. Still, he could improve his defensive play.- Erik K. Piri, EP (2013)",Yes
5380,88924,Brother: Vincent Tardif-Richard,No
5381,106191,Cousin: Dmitri Yudin,No
5382,17573,Father: Mikhail Golovkov,No
5383,284928,Uncle: Ã‰ric Naud,No
5384,36503,Brrother : Olivier Daoust,No
5387,95834,Team Staff profile of Guillaume Chicoine also available,No
5392,108659,Brother: Sergei Barbashev,No
5393,82305,"Brother: Alex Petan
Cousins: Dante Hannoun, Demico Hannoun",No
5394,350248,Attended Colorado Avalanche Development Camp 2018,No
5410,313320,Twin brother: Drake Pilon,No
5412,45733,Brother: Ryan Zupancic,No
5413,10450,Father: Patrik SylvegÃ¥rd Brother: Marcus SylvegÃ¥rd,No
5414,13946,"Luca Sbisa is a mobile two-way defenceman that can seem a bit gaudy at times. Plays at his best when he simplifies his game, seeing the ice well and finding the open space to give himself decision-making options. Possesses a sharp, accurate shot and needs to use it more. Not a great passer but has the ability to create time and space for teammates who have better options with the puck. Skates very well up-ice but can have some trouble pivoting on the backcheck. Very physical when he wants to be and likes to take key opposition individuals out of the play. Very aggressive. [EP]",Yes
5415,116244,"Nico Hischier is a highly skilled offensive forward. Smart at both end of the ice, as he plays a reliable two-way game. Has good size and still room to get stronger. Excellent skater with good quickness and top speed. Possesses strong hockey sense and on-ice awareness for both attacking opponents and his teammates and with this ability he can escape fore-checkers and make quick plays, as he sees passing lanes before they open. Has game-breaking abilities and can turn the outcome of a game. Nico Hischier leads by example has the potential to be a top-line center and a clutch player his Team can turn to late in the game. (by Rafik Soliman, Mai 2017)

Brother: Luca Hischier",Yes
5419,75020,Brother: Louis-Philippe Carrier,No
5421,41925,"An offensively talented scorer. A very good skater with great creativity. A good playmaker but an even better finisher. Has soft hands.  (Matias Strozyk) 
Father: Igor Khokhlachev
Brother: Timofei Khokhlachev",Yes
5423,11054,"Beach is a big winger who likes to play a physical and aggressive brand of hockey. He likes to agitate and get opponents off their game. Owns decent scoring ability around the net where he looks for rebounds or deflections.- Erik K. Piri, EP

Brother: Cody Beach",Yes
5424,17287,"Rissanen is a defensive defenseman with solid size and a good physical game. Plays with grit and emotion, and won't back down from anyone. With that, some penalty trouble can follow. Owns a good shot and a decent outlet pass. Could improve his skating skills.- Ulf Andersson, EP (2011)",Yes
5425,354038,Brother: Chase Oliver,No
5427,48990,"Plays with a Swiss Player-licence and doesn't count against the foreign-contingent in Switzerland.

Grandfather: Alain Bozon
| Father: Philippe Bozon
| Brother: Kevin Bozon",No
5432,231299,"A prolific scoring winger who possesses an elite-level skillset: has dynamic skating ability, is a creative passer, and has incredible puckhandling ability. While he is offensively dominant, he is also defensively responsible. A very hard working player who strives to improve all aspects of his game. Absolutely electric. (Curtis Joe, EP 2014)

Father: Hannie Sprong",Yes
5435,89503,Brother: Adam Beran,No
5436,11123,Brother: Pascal Perron,No
5437,19203,Team Staff profile of Ryan Sparling also available,No
5438,12159,"Cousins : Joel Roch, David Roch and Gaby Roch",No
5440,17495,"Lofquist is a two-way defenseman with a big shot. Skates well and plays with some grit and toughness. Is a hard worker who likes to compete.- Ulf Andersson, EP (2012)",Yes
5442,295911,"Father: Chad Korczak
Brother: Ryder Korczak",No
5444,97341,"Father: Dan Brown
Brother: Jeff Brown",No
5446,95230,Bell was buried in the deep Barrie forward core last season. He looks to build on his rookie OHL season by providing Barrie with some sand paper and determination this season. (Tyler Parchem),Yes
5452,85040,"Distant Cousins: Derek Eberle, Dustin Eberle & Jordan Eberle",No
5453,95024,Has 2 separate stat profiles with Chicago Young Americans for 2009/10 season,No
5454,9326,"A brilliant offensive forward, Kane stands out with his terrific vision and world-class playmaking skills. Is smallish, yet extremely hard to knock off the puck, since his stride is so unbelievably strong. He also has superb one-on-one moves and a deadly shot.

Cousins: Cullen Kane, Noah Kane",Yes
5460,240112,"Prolific scoring winger who combines an exceedingly high work ethic with speed, skill, and a mature approach to the game to overcome size differentials. An intense competitor with a booming shot, Masherin finds ways to score by outworking the opposition. He may not be the tallest player on the ice, but he isn't a lightweight either. He plays a fast, heavy game and isn't afraid to battle against tougher opponents. All-in-all, a lightning rod kind of player who will exceed expectations and bring energy to the game with each shift. (Curtis Joe, EP 2015)",Yes
5466,45520,"Listed on the PG Cougars' stats for 2009-10 under 2 seperate profile listings, for 2 seperate stints:
http://whl.ca/stats/player.php?id=25473
http://whl.ca/stats/player.php?id=25664",No
5468,46502,Brother: Mads Aagaard,No
5469,97457,Brother : Adam Chapman,No
5480,45487,Brother: Mitch Lipon  Cousins: Todd Davison and Wade Davison,No
5481,40064,"Uncle: Lance Pitlick

Cousins: Rem Pitlick, Rhett Pitlick",No
5484,129389,Cousin: Taylor MacDougall,No
5487,33549,Team Staff profile of David Robinson also available,No
5490,18786,"Catenacci is a diminutive center with great wheels. Owns good hockey sense and faceoff skills. His severe lack of size is a flaw.- Ulf Andersson, EP (2013)",Yes
5495,65564,Father: Alexej Jaskin | Brother: Mikhail Jaskin,No
5497,244976,"MacArthur is a tall and lanky defensive defenceman. A he continues to grow into his 6'4 frame, he will become a physical force. He likes to play mean and smart and Owen Sound likes his potential to be a sturdy defensive prospect. (Tyler Parchem, EP 2015)",Yes
5499,10675,"Father: Mike Foligno
Brother: Marcus Foligno
Cousin: Lucas Theriault
Great-Uncle-in-Law: Eddie Giacomin
Cousin-in-Law: Wade Redden",No
5501,117010,"A smooth skater with offensive instincts. Must improve his physical game and play without the puck.  (Tyler Parchem, EP 2013)",Yes
5503,62708,Full/birth name: Ludlow Harris Jr. Also listed as Junior Harris.,No
5506,23668,"Brother: Ben Skinner
Sisters: Jillian Skinner and Erica Skinner

A forward with excellent offensive and good defensive skills. Has a very sharp wrist shot and great attitude. (Matias Strozyk)",Yes
5507,284096,"Brother: Sam Studnicka
Cousin: Joey Studnicka",No
5508,252468,"Father: Jean-FranÃ§ois GrÃ©goire
Brother: JÃ©rÃ©my GrÃ©goire",No
5512,76441,"Small D-man, looks to build on hard working first year,",No
5513,240028,Brother: Tyler Carroll,No
5516,23297,Brother: Josh Connolly,No
5519,91685,Brother : Joshua Chapman,No
5520,98687,Brother: Andrew Shewfelt,No
5526,107630,Brother: Jordan Henry,No
5530,49041,"Father: Rich Pilon
Cousin: Ryan Pilon",No
5533,26394,Sister: Skyelar Siwak,No
5538,15626,Team Staff profile of Peter-James Corsi also available,No
5543,11231,"Weber was known as a defensive-minded defenseman. Had good reach and size, and enjoyed playing a physical, aggressive game. Owned decent mobility and a good first pass.- Erik K. Piri (Elite Prospects)",Yes
5551,34230,"Cousin: Andreas Henriksson, Third cousin: Niclas Nilsson",No
5556,56821,Also listed as a R handed shot.,No
5558,14459,"A hard worker, Cracknell can play any forward position and be a solid defensive presence. He has a decent shot and goes to the net, but is somewhat lacking in natural offensive ability. Could stand to play a more physical style to improve as an energy player.- Erik K. Piri, EP (2015)",Yes
5564,119271,"A strong two-way defenceman with the work ethic, determination, and skill to get the job done in all situations. Possesses a quick, accurate release on his shot. Pilon is a smooth skater and is able to quarterback plays as he sees the ice very well. He exhibits very good decision making in all three zones.
(Curtis Joe, EP 2014)

Uncle: Rich Pilon
Cousin: Garrett Pilon",Yes
5565,101633,Full name: Nicholas Zajac,No
5567,223844,Brother: Michal Roman,No
5568,223477,"Cousins: Adam McQuaid, Chad McQuaid, Nathan McQuaid",No
5579,71913,Father: Peter Draisaitl,No
5581,12505,"Machacek is a hard working winger who plays a solid two-way game. Provides grit and forechecking ability. Also has some leadership qualities.- Erik K. Piri, EP


Brother: Cason Machacek",Yes
5583,33327,Brother: Adam Smyth,No
5584,186413,"For Blake Speers, offense is the best defence. Has slick hands and good overall puckhandling skills. Great passing ability and a very accurate shot. Plays a puck possession game; not diminutive in size, persay, but does need to get stronger. Not afraid to battle along the boards, but his size does show through against bigger opponents. Has all the tools to be a successful contributor when played in the right role. (Curtis Joe, EP 2014)",Yes
5590,9415,"Pineault is a gritty winger with good skating speed. Good along the boards and in puck battles. Handles the puck well and also has a big slap shot.- Ulf Andersson, EP",Yes
5592,17501,Cousins: Austin Czarnik & Cory Czarnik,No
5593,62293,Brother: Jake Morrissey,No
5599,10616,Simek is a winger with excellent stickhandling and decent skating ability. Handles the puck very well but could develop his game without the puck.,Yes
5602,11550,"Vigilante, 33, died on July 18, 2018, in Dearborn, Mich.
Brother: Mike Vigilante",No
5605,11129,"Tanguay is a speedy center with fine hands. Has good puckhandling ability and offensive instincts. Could improve his defensive game.- Erik K. Piri, EP


Brother: Alex Tanguay",Yes
5606,268089,"A two-way center with exceptional hockey sense. Dach is also a highly-skilled playmaker who sees openings that most players don't. Despite his large stature, he is surprisingly shifty and equipped with fine hands and creativity. (EP 2019)

Father: Dale Dach, 
Brother: Colton Dach, 
Cousin: David Dach",Yes
5607,19348,"Grandfather: Joe Voytechek
Sister: Haley Voytechek",No
5613,115161,"An agile winger with very good puckhandling skills; his explosiveness opens up space for himself and teammates, giving him the ablility to create dangerous chances at top speed. All-in-all, a dangerous player who will wow  audiences with his speed and creativity. (Curtis Joe, EP 2014)",Yes
5614,14360,Father: Steve Hall (Retired CFL Player),No
5620,13497,"A small forward, Tessier plays with a lot of determination. Has top notch puckhandling skills and hockey sense. Gets into a high-traffic areas despite his size, and tends to wear down over the season because of it. (EP 2009)",Yes
5621,129350,Name also listed/spelled McKenzie Brown,No
5625,37112,Name also listed/spelled MacKenzie Royer,No
5626,72754,Father: Al Iafrate,No
5627,9223,"Tavares has excellent offensive instincts and has a fantastic ability to find open space in his team's offensive zone. His shot is already on a high level in NHL standards and his stickhandling is phenomenal. Tavares isn't the best skater but he is always explosive after entering the opposing team's zone. (Matias Strozyk)

Cousin: Quinn Tavares",Yes
5632,11628,"Festerling is a small center with good mobility and good passing skills.

Twin brother: Brett Festerling
Father: Brian Festerling",No
5634,254615,2010-11 team: West Island Royals Bantam BB,No
5637,189414,Brother: Tristin Llewellyn,No
5639,37495,Team Staff profile of Louis-Philippe Lacroix also available,No
5642,13933,"Father: Vojtech Polak 

Brother: Vojtech Polak",No
5643,34751,Sister: Petra Jurcova,No
5645,195952,"A small but industrious speedster that always seeks to be engaged in the play. Skates very well and has the shiftiness to avoid being rubbed out. Isn't afraid of physical play, but knows his role as an offensive catalyst and plays to his strengths. Excellent hands and hockey sense. Only knock is his size, but that doesn't impede his compete level. Possesses the fundamental skills and natural goal scoring instincts that make the players around him better. [EP]

Father: Cliff Ronning",Yes
5647,19224,A linesman in the AHL.,No
5648,57154,Name also misspelled Mark McCoy,No
5652,242584,"An offensively gifted defenceman who can direct the game's pace when the puck is on his stick. Provorov is a quick and agile skater with an accurate release on his shot, which he can get off anywhere below the blue line; creates many chances on the power play and can even create offense during the penalty kill. Is an adroit and creative passer who knows how to use his teammates well. All-in-all, a complete defenceman who knows how goals are scored and executes accordingly. (Curtis Joe, EP 2014)",Yes
5655,32875,"Brother: Lee Mariani
Sister: Kelly Mariani",No
5658,201548,Brother: FÃ©lix-Antoine Voyer,No
5659,31086,Full name: Michael Krgovich,No
5661,62308,Brother: Kelly Duke,No
5666,11127,Twin brother: Ruslan Bashkirov,No
5671,300591,"Brother: Marc Bouchard

A highly intelligent all-around defenceman that plays with poise and can shift the pace of play in a multitude of ways. Showcases smooth four-way skating ability and loves to get involved in all situations - especially when that situation happens to be an up-ice rush. Has a polished offensive skill-set which includes well-timed passes and a sneaky, erratic shot. Goes with the high percentage play and makes smart decisions. Could work on strength behind his shot. Defensively active, cutting off lanes and always staying in excellent positioning. Reads cues well in all three zones and seems to stay a step ahead. All-in-all, a well-rounded defender with great hockey sense and work ethic. (Curtis Joe, EP 2017)",Yes
5674,225188,"A very strong, transitional two-way defender that excels in pressure situations and isn't afraid to make the most of his, at times excessive, amount of ice time. Possesses a very high level of hockey sense, exhibited through the way he can read plays and play his part in them like a quarterback. Shows excellent mobility and, while willing to join the rush and create offense, is simultaneously aware of the back-end situation and is quick to backcheck. All-in-all, a complete two-way defender who competes vigorously, and is out to prove, every time he is on the ice, that he can be depended upon in all situations. (Curtis Joe, EP 2015)",Yes
5677,57034,Father: Parie Proft,No
5686,151361,"An aggressive power center who has the ability to dominate on the forecheck. The first thing you will notice about Nicolas Roy is that he is a full-framed figure who powers through his strides and finishes his checks. Subsequently, you will notice his nose for the net; he cannot be knocked off stride easily and has a good set of hands around the net. All-in-all, a big-bodied, imposing presence on the ice who threatens the opposition with his deadly medley of size and skill. (Curtis Joe, EP 2015)",Yes
5690,11492,Brother: Bryan Pitton,No
5693,99071,"Povorozniouk is a forward with natural offensive instincts. Owns a fine shot and good stickhandling ability. Not overly fast, but changes speed well.- Erik K. Piri, EP (2013)",Yes
5698,33128,Brother: Scott Hotham | Father: Greg Hotham,No
5700,94994,Father : Serge PoudrierBrother : LoÃ¯k PoudrierUncle: Daniel Poudrier,No
5702,18607,Brother: Jeff Glass,No
5707,41318,"Father: Pat Crombeen
Uncles: Brian Crombeen & Mike Crombeen
Cousins: B.J. Crombeen & Ryan Crombeen",No
5716,19036,Offensive player. Good skating and balance. (Jan Jech),No
5720,25829,Brother: Sean Aschim,No
5722,100920,Brother: Thomas Chabot,No
5725,56032,Brother: Lukas Doudera,No
5726,88676,"Father: Jim Malone
Brother: Brad Malone
Uncle: Greg Malone
Cousins: Cole Huckins, Mark Malone, Ryan Malone, Justin Moir",No
5727,12401,"Paquette is a tough winger who is an agitator. He plays with lots of grit and determination, but needs to improve his skating.

Father : Lucien Paquette",Yes
5728,160792,Step-Father :Steve Larmer,No
5729,242530,"Father: Jon Stos
Uncle: Jason Stos",No
5731,251673,"Poirier is a hard working player with slightly below average size. He was a first round pick of the Battalion in 2014 after showing dominance in midget. He occasionally chips in on the offense, but was used more this year as a utility player who brings grit to the line up. Looks to add to his point production in an increased role next year. (Tyler Parchem, EP 2016)",Yes
5733,169595,"Salituro was often overshadowed by Travis Konecny this year in Ottawa and this is unfair. He is undersized, but very smart, fast and loves to generate offense. His 78 points this season led the 67's in scoring. His 3rd season in the OHL was his best and showed his ability to play physical as well. Amassing 76 penalty minutes. Salituro is a player who could explode next season in the OHL, hitting 100 points is not out of the question. (Tyler Parchem, EP 2015)",Yes
5736,154220,Brother: Cole Benson,No
5737,201523,2013-14 team: Anoka Bantam AA,No
5739,11534,"A hard working center, Spurgeon provides lots of energy to his team. He plays a gritty, tough game despite his smallish stature. He is a good checker and penalty killer.- Erik K. Piri, EP

Brother: Jared Spurgeon",Yes
5743,11622,Team Staff profile of Ryan Menei also available,No
5745,45409,Father: Jim Sandlak,No
5747,10613,"SchÃ¼tz is a smart center who plays a sound two-way game. Has good wheels and playmaking ability. Is a very hard worker who likes to compete. Excels on the penalty kill. - Ulf Andersson, EP

Brother: Axel SchÃ¼tz",Yes
5755,116991,Name listed/spelled Connor McGlynn in 2011/12 OJHL stats,No
5757,52136,"Brothers: Alex Gallant, Brett Gallant",No
5772,225183,Father: Jay Barwell,No
5774,300558,2013-14 team: Buffalo Regals 14U,No
5782,299935,"Great-grandfather: John Sheppard
Great uncle: Frank Sheppard",No
5788,11659,Brother: Darren Gillen,No
5790,278759,Brother: Reid Gardiner,No
5791,69507,Team Staff profile of Joe McCann also available,No
5793,32716,"Father: John J. Carrick
Brothers: Jake Carrick, Trevor Carrick & Josh Carrick
Cousins: Bobby Hughes & Hayley Hughes",No
5794,43543,"A defenseman with a good frame. Very good overall skills, though better defensively. A very patient player who positions himself well. Excellent hockey sense. Doesn't usually go for big hits, but likes to play the body enough to steal the puck. Could work on his release. (Matias Strozyk, 2010)",Yes
5800,12559,Team Staff profile of Alain Goulet also available,No
5802,23663,Brother: Rob Sgarbossa,No
5803,22625,Brother: Trevor Hunt,No
5811,37061,Brother: JoÃ«l Blanchard,No
5812,11878,Brother: Joe Talbot,No
5815,9341,"A slick winger, Bouchard has loads of skill on offense. He has great vision and playmaking skills, as well as scoring ability.

Brother: Pierre-Marc Bouchard  Cousins: Pierre-Alexandre Parenteau, Guillaume Parenteau",Yes
